港台频道
HBO亚洲频道,sop://p2p.52itv.cn:80/12041$P2P高清
HBO高清亚洲,sop://p2p.52itv.cn:80/100010$P2P高清#qtcloud://664
HBO原创巨献,sop://p2p.52itv.cn:80/100007$P2P高清#qtcloud://665
HBO强档巨献,sop://p2p.52itv.cn:80/100008$P2P高清#qtcloud://666
HBO温馨家庭,sop://p2p.52itv.cn:80/100009$P2P高清#qtcloud://667
翡翠台,sop://p2p.52itv.cn:80/100014$P2P高清#http://xiaojun.cyou/7108live/gt/fct/live1.m3u8#http://xiaojun.cyou/7108live/gt/fct/live3.php#http://61.238.6.49:8000/bysid/1
明珠台,sop://p2p.52itv.cn:80/100013$P2P高清#http://93.190.139.36:8278/streams/d/pearl_twn/playlist.m3u8#http://61.238.6.49:8001/bysid/2
J2台,sop://p2p.52itv.cn:80/100017$P2P高清#sop://p2p.kanghuayun.com:80/100017#http://93.190.139.36:8278/streams/d/j2_twn/playlist.m3u8#http://xiaojun.cyou/7108live/gt/j2/live1.m3u8#http://61.238.6.49:8001/bysid/82
有线新闻台,http://player.ggiptv.com:13164/v/hkcxw.m3u8#http://live-hwcdn.utvlive.top:80/live/fe19cd44717842fea90503d10aa7bab9/543b4d76d8614cf49194abe9db521736-1.m3u8#http://125.89.166.215:80/live-hwcdn.utvlive.top/live/fe19cd44717842fea90503d10aa7bab9/543b4d76d8614cf49194abe9db521736-1.m3u8#http://live-hwcdn.utvlive.top:80/live/fe19cd44717842fea90503d10aa7bab9/543b4d76d8614cf49194abe9db521736-1.m3u8
有线财经台,http://live-hwcdn.utvlive.top:80/live/0a5615586f6d450d889e1fe76fcb0f4d/ac715369d4ca49f094ef2cba593f8b19-1.m3u8#http://125.89.166.215:80/live-hwcdn.utvlive.top/live/0a5615586f6d450d889e1fe76fcb0f4d/ac715369d4ca49f094ef2cba593f8b19-1.m3u8
无线新闻台,http://61.238.6.49:8001/bysid/83#http://xiaojun.cyou/7108live/gt/wxxwt/live1.m3u8#http://v3948069e.live.126.net/live/us01/hk20200114wxnews.flv#http://xiaojun.cyou/7108live/gt/wxxwt/live2.php#http://61.238.6.49:8001/bysid/83
无线财经台,http://v3948069e.live.126.net/live/us01/hk20200114wxcjnews.flv#http://93.190.139.36:8278/streams/d/tvbcaijing_twn/playlist.m3u8#http://61.238.6.49:8001/bysid/85
ViuTV,https://cdn.hkdtmb.com/hls/99/index.m3u8#http://61.238.6.49:8000/bysid/99
凤凰资讯,http://112.17.40.140/PLTV/88888888/224/3221226491/index.m3u8#http://117.169.124.37:6610/ysten-businessmobile/live/fhzixun/1.m3u8
凤凰中文,http://117.169.124.37:6610/ysten-businessmobile/live/fhchinese/1.m3u8#http://117.169.120.138:8080/live/fhchinese/index.m3u8
凤凰香港台,http://223.110.245.136/PLTV/3/224/3221226975/index.m3u8#http://183.207.249.34/PLTV/3/224/3221226975/index.m3u8
凤凰卫视,http://221.179.217.70/PLTV/88888888/224/3221225942/1.m3u8?epg=tvmao-800?回看=http://72ltw.xyz/zcjwx/PLTV/zjhk.php?id=6368.smil
